,ID,Exercise Plan,ExerciseType,Difficulty,Total Plan Duration (minutes),Calories Burned (Plan),Target Muscle Group,Cluster
99,0.24812030075187969,"Jumping Jacks, Box Jumps, Lateral Raises, Russian Twists, High Knees, Deadlifts",Strength,Beginner,75,544.0,"Full Body (Cardio), Legs, Cardio, Shoulders, Core (Obliques), Cardio, Lower Body, Back, Glutes, Hamstrings",7
100,0.2506265664160401,"Pull-ups, Plank Jacks, Dumbbell Rows, Russian Twists, Push-ups, Plank",Cardio,Intermediate,75,640.0,"Back, Biceps, Core, Cardio, Back, Biceps, Core (Obliques), Chest, Shoulders, Triceps, Core (Abdominals, Lower Back)",31
101,0.2531328320802005,"Leg Press, Deadlifts, Dumbbell Rows, Jump Rope, Russian Twists, Bench Press",Strength,Beginner,60,632.0,"Quadriceps, Hamstrings, Glutes, Back, Glutes, Hamstrings, Back, Biceps, Cardio, Full Body, Core (Obliques), Chest, Shoulders, Triceps",28
102,0.2556390977443609,"Leg Press, Russian Twists, Sit-ups, Bench Press, Mountain Climbers, Box Jumps",Flexibility,Beginner,65,592.0,"Quadriceps, Hamstrings, Glutes, Core (Obliques), Core, Chest, Shoulders, Triceps, Core, Shoulders, Hips, Legs, Cardio",3
103,0.2581453634085213,"Jumping Jacks, Squats, Burpees, Leg Press, Pull-ups, Push-ups",Cardio,Advanced,45,996.0,"Full Body (Cardio), Quadriceps, Hamstrings, Glutes, Full Body (Cardio, Strength), Quadriceps, Hamstrings, Glutes, Back, Biceps, Chest, Shoulders, Triceps",10
104,0.2606516290726817,"Plank Jacks, Bench Press, Dumbbell Rows, Burpees, Push-ups, Pull-ups",Cardio,Advanced,55,996.0,"Core, Cardio, Chest, Shoulders, Triceps, Back, Biceps, Full Body (Cardio, Strength), Chest, Shoulders, Triceps, Back, Biceps",32
105,0.2631578947368421,"Bench Press, Dumbbell Rows, Mountain Climbers, Calf Raises, Plank Jacks, Plank",Strength,Beginner,70,496.0,"Chest, Shoulders, Triceps, Back, Biceps, Core, Shoulders, Hips, Calves, Core, Cardio, Core (Abdominals, Lower Back)",12
106,0.2656641604010025,"Lunges, Bench Press, Push-ups, Squats, Jumping Jacks, Burpees",Strength,Intermediate,50,860.0,"Quadriceps, Hamstrings, Glutes, Chest, Shoulders, Triceps, Chest, Shoulders, Triceps, Quadriceps, Hamstrings, Glutes, Full Body (Cardio), Full Body (Cardio, Strength)",23
107,0.2681704260651629,"Jump Rope, Sit-ups, Deadlifts, Lateral Raises, Dumbbell Rows, High Knees",Strength,Intermediate,45,640.0,"Cardio, Full Body, Core, Back, Glutes, Hamstrings, Shoulders, Back, Biceps, Cardio, Lower Body",12
108,0.2706766917293233,"Squats, Lunges, Calf Raises, Pull-ups, Bicep Curls, Jumping Jacks",Cardio,Intermediate,70,600.0,"Quadriceps, Hamstrings, Glutes, Quadriceps, Hamstrings, Glutes, Calves, Back, Biceps, Biceps, Forearms, Full Body (Cardio)",4
109,0.2731829573934837,"Bench Press, Sit-ups, Squats, Burpees, Plank, Leg Press",Cardio,Intermediate,65,780.0,"Chest, Shoulders, Triceps, Core, Quadriceps, Hamstrings, Glutes, Full Body (Cardio, Strength), Core (Abdominals, Lower Back), Quadriceps, Hamstrings, Glutes",24
110,0.2756892230576441,"Sit-ups, Dumbbell Rows, Lateral Raises, Push-ups, Squats, Deadlifts",Cardio,Beginner,60,560.0,"Core, Back, Biceps, Shoulders, Chest, Shoulders, Triceps, Quadriceps, Hamstrings, Glutes, Back, Glutes, Hamstrings",1
111,0.2781954887218045,"Burpees, Calf Raises, Lateral Raises, Sit-ups, Box Jumps, Bench Press",Strength,Beginner,80,576.0,"Full Body (Cardio, Strength), Calves, Shoulders, Core, Legs, Cardio, Chest, Shoulders, Triceps",14
112,0.2807017543859649,"Deadlifts, Russian Twists, Box Jumps, Mountain Climbers, Squats, Leg Press",Flexibility,Intermediate,60,800.0,"Back, Glutes, Hamstrings, Core (Obliques), Legs, Cardio, Core, Shoulders, Hips, Quadriceps, Hamstrings, Glutes, Quadriceps, Hamstrings, Glutes",1
113,0.2832080200501253,"Jump Rope, Push-ups, Bench Press, Plank, Lateral Raises, Russian Twists",Strength,Advanced,65,804.0,"Cardio, Full Body, Chest, Shoulders, Triceps, Chest, Shoulders, Triceps, Core (Abdominals, Lower Back), Shoulders, Core (Obliques)",3
114,0.2857142857142857,"Deadlifts, Mountain Climbers, Lunges, Squats, Pull-ups, Bench Press",Strength,Beginner,55,664.0,"Back, Glutes, Hamstrings, Core, Shoulders, Hips, Quadriceps, Hamstrings, Glutes, Quadriceps, Hamstrings, Glutes, Back, Biceps, Chest, Shoulders, Triceps",5
115,0.2882205513784461,"Calf Raises, Push-ups, Burpees, Mountain Climbers, Sit-ups, Plank Jacks",Strength,Intermediate,60,710.0,"Calves, Chest, Shoulders, Triceps, Full Body (Cardio, Strength), Core, Shoulders, Hips, Core, Core, Cardio",21
116,0.2907268170426065,"Sit-ups, Squats, Bicep Curls, Lunges, Plank, Pull-ups",Cardio,Advanced,65,720.0,"Core, Quadriceps, Hamstrings, Glutes, Biceps, Forearms, Quadriceps, Hamstrings, Glutes, Core (Abdominals, Lower Back), Back, Biceps",20
117,0.2932330827067669,"High Knees, Plank Jacks, Bicep Curls, Pull-ups, Push-ups, Box Jumps",Cardio,Beginner,55,544.0,"Cardio, Lower Body, Core, Cardio, Biceps, Forearms, Back, Biceps, Chest, Shoulders, Triceps, Legs, Cardio",8
118,0.2957393483709273,"Burpees, Sit-ups, Mountain Climbers, Plank Jacks, Russian Twists, Pull-ups",Flexibility,Intermediate,60,710.0,"Full Body (Cardio, Strength), Core, Core, Shoulders, Hips, Core, Cardio, Core (Obliques), Back, Biceps",5
119,0.2982456140350877,"Lunges, Leg Press, Bench Press, Plank Jacks, Lateral Raises, Sit-ups",Strength,Intermediate,50,680.0,"Quadriceps, Hamstrings, Glutes, Quadriceps, Hamstrings, Glutes, Chest, Shoulders, Triceps, Core, Cardio, Shoulders, Core",20
120,0.3007518796992481,"Lunges, Deadlifts, Burpees, Mountain Climbers, Pull-ups, Leg Press",Strength,Intermediate,50,890.0,"Quadriceps, Hamstrings, Glutes, Back, Glutes, Hamstrings, Full Body (Cardio, Strength), Core, Shoulders, Hips, Back, Biceps, Quadriceps, Hamstrings, Glutes",19
121,0.3032581453634085,"Russian Twists, Lateral Raises, Jumping Jacks, Mountain Climbers, Push-ups, Bench Press",Strength,Advanced,70,828.0,"Core (Obliques), Shoulders, Full Body (Cardio), Core, Shoulders, Hips, Chest, Shoulders, Triceps, Chest, Shoulders, Triceps",10
122,0.3057644110275689,"Bench Press, Pull-ups, Leg Press, Jumping Jacks, Box Jumps, Jump Rope",Cardio,Advanced,50,948.0,"Chest, Shoulders, Triceps, Back, Biceps, Quadriceps, Hamstrings, Glutes, Full Body (Cardio), Legs, Cardio, Cardio, Full Body",5
123,0.3082706766917293,"Push-ups, Pull-ups, Plank Jacks, Russian Twists, Jumping Jacks, Squats",Flexibility,Advanced,70,816.0,"Chest, Shoulders, Triceps, Back, Biceps, Core, Cardio, Core (Obliques), Full Body (Cardio), Quadriceps, Hamstrings, Glutes",8
124,0.3107769423558897,"Push-ups, Squats, Dumbbell Rows, Pull-ups, Deadlifts, Plank",Flexibility,Beginner,55,600.0,"Chest, Shoulders, Triceps, Quadriceps, Hamstrings, Glutes, Back, Biceps, Back, Biceps, Back, Glutes, Hamstrings, Core (Abdominals, Lower Back)",9
125,0.3132832080200501,"Bicep Curls, Russian Twists, Calf Raises, Dumbbell Rows, High Knees, Squats",Cardio,Intermediate,55,530.0,"Biceps, Forearms, Core (Obliques), Calves, Back, Biceps, Cardio, Lower Body, Quadriceps, Hamstrings, Glutes",4
126,0.3157894736842105,"Mountain Climbers, Deadlifts, Jumping Jacks, Lunges, Push-ups, Pull-ups",Cardio,Beginner,60,640.0,"Core, Shoulders, Hips, Back, Glutes, Hamstrings, Full Body (Cardio), Quadriceps, Hamstrings, Glutes, Chest, Shoulders, Triceps, Back, Biceps",7
127,0.3182957393483709,"Calf Raises, Burpees, Pull-ups, Jump Rope, Lateral Raises, Lunges",Strength,Advanced,65,840.0,"Calves, Full Body (Cardio, Strength), Back, Biceps, Cardio, Full Body, Shoulders, Quadriceps, Hamstrings, Glutes",15
128,0.3208020050125313,"Sit-ups, Leg Press, Dumbbell Rows, Deadlifts, Plank Jacks, Lateral Raises",Cardio,Advanced,65,804.0,"Core, Quadriceps, Hamstrings, Glutes, Back, Biceps, Back, Glutes, Hamstrings, Core, Cardio, Shoulders",26
129,0.3233082706766917,"Deadlifts, Mountain Climbers, Sit-ups, Squats, Plank, Box Jumps",Cardio,Beginner,55,584.0,"Back, Glutes, Hamstrings, Core, Shoulders, Hips, Core, Quadriceps, Hamstrings, Glutes, Core (Abdominals, Lower Back), Legs, Cardio",18
130,0.3258145363408521,"Box Jumps, Burpees, Plank Jacks, Jump Rope, Lunges, Deadlifts",Cardio,Advanced,70,1056.0,"Legs, Cardio, Full Body (Cardio, Strength), Core, Cardio, Cardio, Full Body, Quadriceps, Hamstrings, Glutes, Back, Glutes, Hamstrings",15
131,0.3283208020050125,"Jumping Jacks, Plank Jacks, Lateral Raises, Burpees, Sit-ups, Dumbbell Rows",Cardio,Advanced,45,780.0,"Full Body (Cardio), Core, Cardio, Shoulders, Full Body (Cardio, Strength), Core, Back, Biceps",22
132,0.3308270676691729,"Pull-ups, Sit-ups, Jumping Jacks, Bicep Curls, High Knees, Bench Press",Flexibility,Advanced,60,744.0,"Back, Biceps, Core, Full Body (Cardio), Biceps, Forearms, Cardio, Lower Body, Chest, Shoulders, Triceps",20
133,0.3333333333333333,"Lunges, Mountain Climbers, Lateral Raises, Russian Twists, Squats, Box Jumps",Cardio,Advanced,60,816.0,"Quadriceps, Hamstrings, Glutes, Core, Shoulders, Hips, Shoulders, Core (Obliques), Quadriceps, Hamstrings, Glutes, Legs, Cardio",11
134,0.3358395989974937,"Leg Press, Plank Jacks, Bicep Curls, Box Jumps, Push-ups, Pull-ups",Cardio,Intermediate,70,730.0,"Quadriceps, Hamstrings, Glutes, Core, Cardio, Biceps, Forearms, Legs, Cardio, Chest, Shoulders, Triceps, Back, Biceps",0
135,0.3383458646616541,"Push-ups, Jumping Jacks, Calf Raises, High Knees, Plank Jacks, Jump Rope",Flexibility,Intermediate,30,620.0,"Chest, Shoulders, Triceps, Full Body (Cardio), Calves, Cardio, Lower Body, Core, Cardio, Cardio, Full Body",16
136,0.3408521303258145,"Dumbbell Rows, Mountain Climbers, Box Jumps, Squats, High Knees, Russian Twists",Cardio,Intermediate,50,670.0,"Back, Biceps, Core, Shoulders, Hips, Legs, Cardio, Quadriceps, Hamstrings, Glutes, Cardio, Lower Body, Core (Obliques)",24
137,0.3433583959899749,"Pull-ups, Push-ups, Jumping Jacks, Plank, Box Jumps, Lunges",Flexibility,Beginner,90,584.0,"Back, Biceps, Chest, Shoulders, Triceps, Full Body (Cardio), Core (Abdominals, Lower Back), Legs, Cardio, Quadriceps, Hamstrings, Glutes",13
138,0.3458646616541353,"Plank Jacks, Dumbbell Rows, Box Jumps, Push-ups, Lunges, Jumping Jacks",Cardio,Advanced,40,876.0,"Core, Cardio, Back, Biceps, Legs, Cardio, Chest, Shoulders, Triceps, Quadriceps, Hamstrings, Glutes, Full Body (Cardio)",27
139,0.3483709273182957,"Russian Twists, Plank, Dumbbell Rows, Box Jumps, Plank Jacks, High Knees",Cardio,Advanced,75,732.0,"Core (Obliques), Core (Abdominals, Lower Back), Back, Biceps, Legs, Cardio, Core, Cardio, Cardio, Lower Body",19
140,0.3508771929824561,"Box Jumps, Calf Raises, Pull-ups, Russian Twists, Mountain Climbers, Jump Rope",Flexibility,Advanced,70,792.0,"Legs, Cardio, Calves, Back, Biceps, Core (Obliques), Core, Shoulders, Hips, Cardio, Full Body",26
141,0.3533834586466165,"Leg Press, Bicep Curls, Jump Rope, Pull-ups, Jumping Jacks, Calf Raises",Cardio,Intermediate,60,610.0,"Quadriceps, Hamstrings, Glutes, Biceps, Forearms, Cardio, Full Body, Back, Biceps, Full Body (Cardio), Calves",29
142,0.3558897243107769,"Pull-ups, Burpees, Plank, Jump Rope, Lunges, Plank Jacks",Cardio,Intermediate,60,750.0,"Back, Biceps, Full Body (Cardio, Strength), Core (Abdominals, Lower Back), Cardio, Full Body, Quadriceps, Hamstrings, Glutes, Core, Cardio",13
143,0.3583959899749373,"Russian Twists, Jump Rope, Plank Jacks, Squats, Lateral Raises, Dumbbell Rows",Cardio,Intermediate,60,600.0,"Core (Obliques), Cardio, Full Body, Core, Cardio, Quadriceps, Hamstrings, Glutes, Shoulders, Back, Biceps",20
144,0.3609022556390977,"Jumping Jacks, Burpees, Box Jumps, Pull-ups, Plank, Dumbbell Rows",Strength,Beginner,40,600.0,"Full Body (Cardio), Full Body (Cardio, Strength), Legs, Cardio, Back, Biceps, Core (Abdominals, Lower Back), Back, Biceps",16
145,0.3634085213032581,"Jump Rope, Pull-ups, Calf Raises, High Knees, Dumbbell Rows, Lunges",Strength,Advanced,55,744.0,"Cardio, Full Body, Back, Biceps, Calves, Cardio, Lower Body, Back, Biceps, Quadriceps, Hamstrings, Glutes",10
146,0.3659147869674185,"Plank, Box Jumps, Push-ups, Burpees, Sit-ups, Plank Jacks",Flexibility,Intermediate,55,760.0,"Core (Abdominals, Lower Back), Legs, Cardio, Chest, Shoulders, Triceps, Full Body (Cardio, Strength), Core, Core, Cardio",20
147,0.3684210526315789,"Calf Raises, Lateral Raises, Sit-ups, Burpees, Jumping Jacks, Bicep Curls",Cardio,Advanced,70,696.0,"Calves, Shoulders, Core, Full Body (Cardio, Strength), Full Body (Cardio), Biceps, Forearms",9
148,0.37092731829573933,"Squats, Bicep Curls, Push-ups, Lateral Raises, Pull-ups, Box Jumps",Strength,Advanced,70,816.0,"Quadriceps, Hamstrings, Glutes, Biceps, Forearms, Chest, Shoulders, Triceps, Shoulders, Back, Biceps, Legs, Cardio",18
149,0.37343358395989973,"Russian Twists, Burpees, Bicep Curls, Sit-ups, High Knees, Plank Jacks",Strength,Intermediate,75,630.0,"Core (Obliques), Full Body (Cardio, Strength), Biceps, Forearms, Core, Cardio, Lower Body, Core, Cardio",10
150,0.37593984962406013,"Calf Raises, Sit-ups, Bicep Curls, Lateral Raises, Push-ups, Burpees",Flexibility,Beginner,70,504.0,"Calves, Core, Biceps, Forearms, Shoulders, Chest, Shoulders, Triceps, Full Body (Cardio, Strength)",3
151,0.37844611528822053,"Deadlifts, Plank, Box Jumps, Burpees, Pull-ups, High Knees",Cardio,Advanced,65,984.0,"Back, Glutes, Hamstrings, Core (Abdominals, Lower Back), Legs, Cardio, Full Body (Cardio, Strength), Back, Biceps, Cardio, Lower Body",3
152,0.38095238095238093,"High Knees, Squats, Mountain Climbers, Jumping Jacks, Plank, Burpees",Flexibility,Advanced,65,852.0,"Cardio, Lower Body, Quadriceps, Hamstrings, Glutes, Core, Shoulders, Hips, Full Body (Cardio), Core (Abdominals, Lower Back), Full Body (Cardio, Strength)",24
153,0.38345864661654133,"Squats, Bench Press, Bicep Curls, Calf Raises, Lateral Raises, Sit-ups",Strength,Intermediate,65,560.0,"Quadriceps, Hamstrings, Glutes, Chest, Shoulders, Triceps, Biceps, Forearms, Calves, Shoulders, Core",18
154,0.38596491228070173,"Box Jumps, Calf Raises, Burpees, Pull-ups, Lateral Raises, Lunges",Cardio,Intermediate,65,730.0,"Legs, Cardio, Calves, Full Body (Cardio, Strength), Back, Biceps, Shoulders, Quadriceps, Hamstrings, Glutes",0
155,0.38847117794486213,"Bicep Curls, Pull-ups, Deadlifts, Squats, Plank Jacks, Jump Rope",Flexibility,Beginner,70,568.0,"Biceps, Forearms, Back, Biceps, Back, Glutes, Hamstrings, Quadriceps, Hamstrings, Glutes, Core, Cardio, Cardio, Full Body",22
156,0.39097744360902253,"Bicep Curls, Mountain Climbers, Lunges, Jump Rope, Bench Press, Pull-ups",Cardio,Intermediate,70,720.0,"Biceps, Forearms, Core, Shoulders, Hips, Quadriceps, Hamstrings, Glutes, Cardio, Full Body, Chest, Shoulders, Triceps, Back, Biceps",13
157,0.39348370927318294,"Box Jumps, High Knees, Jump Rope, Jumping Jacks, Sit-ups, Squats",Cardio,Advanced,45,792.0,"Legs, Cardio, Cardio, Lower Body, Cardio, Full Body, Full Body (Cardio), Core, Quadriceps, Hamstrings, Glutes",27
158,0.39598997493734334,"Calf Raises, Lunges, Plank, Plank Jacks, Push-ups, Sit-ups",Flexibility,Intermediate,45,600.0,"Calves, Quadriceps, Hamstrings, Glutes, Core (Abdominals, Lower Back), Core, Cardio, Chest, Shoulders, Triceps, Core",8
159,0.39849624060150374,"Mountain Climbers, Burpees, Bicep Curls, High Knees, Leg Press, Jump Rope",Cardio,Beginner,75,592.0,"Core, Shoulders, Hips, Full Body (Cardio, Strength), Biceps, Forearms, Cardio, Lower Body, Quadriceps, Hamstrings, Glutes, Cardio, Full Body",7
160,0.40100250626566414,"Plank Jacks, Sit-ups, Lunges, Bench Press, Box Jumps, Jumping Jacks",Cardio,Intermediate,45,720.0,"Core, Cardio, Core, Quadriceps, Hamstrings, Glutes, Chest, Shoulders, Triceps, Legs, Cardio, Full Body (Cardio)",2
161,0.40350877192982454,"Pull-ups, Russian Twists, Calf Raises, Jump Rope, Dumbbell Rows, Lunges",Strength,Advanced,60,744.0,"Back, Biceps, Core (Obliques), Calves, Cardio, Full Body, Back, Biceps, Quadriceps, Hamstrings, Glutes",10
162,0.40601503759398494,"Deadlifts, Lateral Raises, Bicep Curls, Calf Raises, Jump Rope, Mountain Climbers",Strength,Advanced,80,744.0,"Back, Glutes, Hamstrings, Shoulders, Biceps, Forearms, Calves, Cardio, Full Body, Core, Shoulders, Hips",32
163,0.40852130325814534,"Bench Press, Russian Twists, Plank, Deadlifts, Lateral Raises, Leg Press",Strength,Beginner,55,576.0,"Chest, Shoulders, Triceps, Core (Obliques), Core (Abdominals, Lower Back), Back, Glutes, Hamstrings, Shoulders, Quadriceps, Hamstrings, Glutes",30
164,0.41102756892230574,"Mountain Climbers, Bench Press, Plank Jacks, Russian Twists, Leg Press, Sit-ups",Cardio,Beginner,70,552.0,"Core, Shoulders, Hips, Chest, Shoulders, Triceps, Core, Cardio, Core (Obliques), Quadriceps, Hamstrings, Glutes, Core",19
165,0.41353383458646614,"Lateral Raises, Jump Rope, Jumping Jacks, Lunges, Sit-ups, Calf Raises",Strength,Advanced,45,672.0,"Shoulders, Cardio, Full Body, Full Body (Cardio), Quadriceps, Hamstrings, Glutes, Core, Calves",31
166,0.41604010025062654,"Push-ups, Box Jumps, Lunges, Deadlifts, Lateral Raises, Jump Rope",Flexibility,Intermediate,55,800.0,"Chest, Shoulders, Triceps, Legs, Cardio, Quadriceps, Hamstrings, Glutes, Back, Glutes, Hamstrings, Shoulders, Cardio, Full Body",22
167,0.41854636591478694,"Deadlifts, Lateral Raises, Plank Jacks, Bench Press, Jump Rope, Bicep Curls",Cardio,Intermediate,45,700.0,"Back, Glutes, Hamstrings, Shoulders, Core, Cardio, Chest, Shoulders, Triceps, Cardio, Full Body, Biceps, Forearms",1
168,0.42105263157894735,"Mountain Climbers, Leg Press, Lunges, Lateral Raises, Squats, Russian Twists",Cardio,Advanced,60,804.0,"Core, Shoulders, Hips, Quadriceps, Hamstrings, Glutes, Quadriceps, Hamstrings, Glutes, Shoulders, Quadriceps, Hamstrings, Glutes, Core (Obliques)",3
169,0.42355889724310775,"High Knees, Pull-ups, Push-ups, Mountain Climbers, Lateral Raises, Bicep Curls",Strength,Intermediate,60,620.0,"Cardio, Lower Body, Back, Biceps, Chest, Shoulders, Triceps, Core, Shoulders, Hips, Shoulders, Biceps, Forearms",29
170,0.42606516290726815,"Bicep Curls, Pull-ups, Calf Raises, Russian Twists, Dumbbell Rows, Bench Press",Strength,Intermediate,60,600.0,"Biceps, Forearms, Back, Biceps, Calves, Core (Obliques), Back, Biceps, Chest, Shoulders, Triceps",29
171,0.42857142857142855,"Russian Twists, High Knees, Jump Rope, Calf Raises, Plank, Leg Press",Strength,Intermediate,55,580.0,"Core (Obliques), Cardio, Lower Body, Cardio, Full Body, Calves, Core (Abdominals, Lower Back), Quadriceps, Hamstrings, Glutes",26
172,0.43107769423558895,"High Knees, Squats, Dumbbell Rows, Burpees, Lunges, Pull-ups",Flexibility,Advanced,55,912.0,"Cardio, Lower Body, Quadriceps, Hamstrings, Glutes, Back, Biceps, Full Body (Cardio, Strength), Quadriceps, Hamstrings, Glutes, Back, Biceps",26
173,0.43358395989974935,"Calf Raises, Push-ups, Pull-ups, Leg Press, Plank Jacks, Burpees",Cardio,Intermediate,55,770.0,"Calves, Chest, Shoulders, Triceps, Back, Biceps, Quadriceps, Hamstrings, Glutes, Core, Cardio, Full Body (Cardio, Strength)",12
174,0.43609022556390975,"Dumbbell Rows, Deadlifts, Bench Press, Calf Raises, High Knees, Plank",Flexibility,Intermediate,50,670.0,"Back, Biceps, Back, Glutes, Hamstrings, Chest, Shoulders, Triceps, Calves, Cardio, Lower Body, Core (Abdominals, Lower Back)",21
175,0.43859649122807015,"Sit-ups, Jumping Jacks, Burpees, Plank Jacks, Push-ups, Russian Twists",Cardio,Intermediate,35,720.0,"Core, Full Body (Cardio), Full Body (Cardio, Strength), Core, Cardio, Chest, Shoulders, Triceps, Core (Obliques)",5
176,0.44110275689223055,"Squats, Lunges, Plank Jacks, Bicep Curls, Push-ups, Leg Press",Cardio,Beginner,55,568.0,"Quadriceps, Hamstrings, Glutes, Quadriceps, Hamstrings, Glutes, Core, Cardio, Biceps, Forearms, Chest, Shoulders, Triceps, Quadriceps, Hamstrings, Glutes",26
177,0.44360902255639095,"Sit-ups, Plank Jacks, Push-ups, Plank, Calf Raises, Russian Twists",Flexibility,Intermediate,60,560.0,"Core, Core, Cardio, Chest, Shoulders, Triceps, Core (Abdominals, Lower Back), Calves, Core (Obliques)",12
178,0.44611528822055135,"Mountain Climbers, Plank, Bench Press, Sit-ups, Box Jumps, Pull-ups",Cardio,Intermediate,50,710.0,"Core, Shoulders, Hips, Core (Abdominals, Lower Back), Chest, Shoulders, Triceps, Core, Legs, Cardio, Back, Biceps",31
179,0.44862155388471175,"Leg Press, Lunges, Jump Rope, Sit-ups, Plank Jacks, Bicep Curls",Flexibility,Intermediate,75,640.0,"Quadriceps, Hamstrings, Glutes, Quadriceps, Hamstrings, Glutes, Cardio, Full Body, Core, Core, Cardio, Biceps, Forearms",11
180,0.45112781954887216,"Squats, Box Jumps, Sit-ups, Bicep Curls, Push-ups, Russian Twists",Flexibility,Intermediate,80,660.0,"Quadriceps, Hamstrings, Glutes, Legs, Cardio, Core, Biceps, Forearms, Chest, Shoulders, Triceps, Core (Obliques)",11
181,0.45363408521303256,"Bench Press, Plank Jacks, Mountain Climbers, Russian Twists, Plank, Calf Raises",Strength,Advanced,70,732.0,"Chest, Shoulders, Triceps, Core, Cardio, Core, Shoulders, Hips, Core (Obliques), Core (Abdominals, Lower Back), Calves",14
182,0.45614035087719296,"Plank Jacks, Squats, Sit-ups, Deadlifts, Box Jumps, Lateral Raises",Cardio,Beginner,55,560.0,"Core, Cardio, Quadriceps, Hamstrings, Glutes, Core, Back, Glutes, Hamstrings, Legs, Cardio, Shoulders",4
183,0.45864661654135336,"Sit-ups, Dumbbell Rows, High Knees, Jump Rope, Box Jumps, Burpees",Cardio,Advanced,65,888.0,"Core, Back, Biceps, Cardio, Lower Body, Cardio, Full Body, Legs, Cardio, Full Body (Cardio, Strength)",10
184,0.46115288220551376,"Push-ups, Bicep Curls, Box Jumps, Deadlifts, High Knees, Lunges",Strength,Advanced,45,924.0,"Chest, Shoulders, Triceps, Biceps, Forearms, Legs, Cardio, Back, Glutes, Hamstrings, Cardio, Lower Body, Quadriceps, Hamstrings, Glutes",29
185,0.46365914786967416,"Deadlifts, Squats, Bench Press, Push-ups, Calf Raises, Dumbbell Rows",Strength,Beginner,45,616.0,"Back, Glutes, Hamstrings, Quadriceps, Hamstrings, Glutes, Chest, Shoulders, Triceps, Chest, Shoulders, Triceps, Calves, Back, Biceps",13
186,0.46616541353383456,"Mountain Climbers, Sit-ups, Lateral Raises, Leg Press, Deadlifts, Plank Jacks",Strength,Beginner,65,552.0,"Core, Shoulders, Hips, Core, Shoulders, Quadriceps, Hamstrings, Glutes, Back, Glutes, Hamstrings, Core, Cardio",3
187,0.46867167919799496,"High Knees, Bicep Curls, Leg Press, Russian Twists, Box Jumps, Bench Press",Strength,Intermediate,60,700.0,"Cardio, Lower Body, Biceps, Forearms, Quadriceps, Hamstrings, Glutes, Core (Obliques), Legs, Cardio, Chest, Shoulders, Triceps",11
188,0.47117794486215536,"Plank Jacks, Russian Twists, Plank, Mountain Climbers, Jumping Jacks, Jump Rope",Flexibility,Beginner,80,488.0,"Core, Cardio, Core (Obliques), Core (Abdominals, Lower Back), Core, Shoulders, Hips, Full Body (Cardio), Cardio, Full Body",15
189,0.47368421052631576,"Jump Rope, Push-ups, Plank, Jumping Jacks, Mountain Climbers, Dumbbell Rows",Cardio,Advanced,70,804.0,"Cardio, Full Body, Chest, Shoulders, Triceps, Core (Abdominals, Lower Back), Full Body (Cardio), Core, Shoulders, Hips, Back, Biceps",7
190,0.47619047619047616,"Plank Jacks, Deadlifts, Plank, Mountain Climbers, High Knees, Squats",Cardio,Intermediate,80,690.0,"Core, Cardio, Back, Glutes, Hamstrings, Core (Abdominals, Lower Back), Core, Shoulders, Hips, Cardio, Lower Body, Quadriceps, Hamstrings, Glutes",7
191,0.47869674185463656,"Leg Press, Push-ups, Russian Twists, Mountain Climbers, Bicep Curls, Jumping Jacks",Cardio,Beginner,60,536.0,"Quadriceps, Hamstrings, Glutes, Chest, Shoulders, Triceps, Core (Obliques), Core, Shoulders, Hips, Biceps, Forearms, Full Body (Cardio)",14
192,0.48120300751879697,"Leg Press, Box Jumps, Calf Raises, Push-ups, Deadlifts, Jump Rope",Flexibility,Advanced,75,960.0,"Quadriceps, Hamstrings, Glutes, Legs, Cardio, Calves, Chest, Shoulders, Triceps, Back, Glutes, Hamstrings, Cardio, Full Body",4
193,0.48370927318295737,"Deadlifts, Jump Rope, Calf Raises, Bicep Curls, Dumbbell Rows, Lateral Raises",Strength,Beginner,35,480.0,"Back, Glutes, Hamstrings, Cardio, Full Body, Calves, Biceps, Forearms, Back, Biceps, Shoulders",9
194,0.48621553884711777,"Sit-ups, Jumping Jacks, Lateral Raises, Mountain Climbers, Squats, Calf Raises",Flexibility,Beginner,65,440.0,"Core, Full Body (Cardio), Shoulders, Core, Shoulders, Hips, Quadriceps, Hamstrings, Glutes, Calves",30
195,0.48872180451127817,"Russian Twists, Box Jumps, Leg Press, Mountain Climbers, Pull-ups, Sit-ups",Strength,Advanced,70,840.0,"Core (Obliques), Legs, Cardio, Quadriceps, Hamstrings, Glutes, Core, Shoulders, Hips, Back, Biceps, Core",4
196,0.49122807017543857,"Push-ups, Calf Raises, Box Jumps, Sit-ups, Russian Twists, Lunges",Cardio,Advanced,75,792.0,"Chest, Shoulders, Triceps, Calves, Legs, Cardio, Core, Core (Obliques), Quadriceps, Hamstrings, Glutes",24
197,0.49373433583959897,"Push-ups, Dumbbell Rows, Box Jumps, Plank, Leg Press, Mountain Climbers",Strength,Advanced,50,888.0,"Chest, Shoulders, Triceps, Back, Biceps, Legs, Cardio, Core (Abdominals, Lower Back), Quadriceps, Hamstrings, Glutes, Core, Shoulders, Hips",13
198,0.49624060150375937,"Plank Jacks, Dumbbell Rows, Mountain Climbers, Bicep Curls, Burpees, High Knees",Cardio,Intermediate,60,680.0,"Core, Cardio, Back, Biceps, Core, Shoulders, Hips, Biceps, Forearms, Full Body (Cardio, Strength), Cardio, Lower Body",1
